algorithm,recall,qps,avg_neighbor_distance,hypercube_M,hypercube_k_proj,hypercube_probe,ivf_nprobe,ivf_num_clusters,ivfpq_M,ivfpq_nprobe,ivfpq_num_clusters,lsh_num_tables,lsh_table_size,lsh_w
Running lsh {'lsh_table_size': 1000, 'lsh_num_tables': 4, 'lsh_w': 3.0} ... Done (QPS: 3.0 | Recall: 100.00% | AvgDist: 1.2242)
Running lsh {'lsh_table_size': 1000, 'lsh_num_tables': 4, 'lsh_w': 4.0} ... Done (QPS: 3.0 | Recall: 100.00% | AvgDist: 1.2242)
Running lsh {'lsh_table_size': 4000, 'lsh_num_tables': 2, 'lsh_w': 1.0} ... Done (QPS: 5.9 | Recall: 63.33% | AvgDist: 1.2316)
Running lsh {'lsh_table_size': 4000, 'lsh_num_tables': 2, 'lsh_w': 2.0} ... Done (QPS: 3.8 | Recall: 80.00% | AvgDist: 1.2264)
Running lsh {'lsh_table_size': 4000, 'lsh_num_tables': 2, 'lsh_w': 3.0} ... Done (QPS: 3.2 | Recall: 95.00% | AvgDist: 1.2244)
Running lsh {'lsh_table_size': 4000, 'lsh_num_tables': 2, 'lsh_w': 4.0} ... Done (QPS: 3.0 | Recall: 98.33% | AvgDist: 1.2243)
Running lsh {'lsh_table_size': 4000, 'lsh_num_tables': 4, 'lsh_w': 1.0} ... Done (QPS: 3.9 | Recall: 90.00% | AvgDist: 1.2247)
Running lsh {'lsh_table_size': 4000, 'lsh_num_tables': 4, 'lsh_w': 2.0} ... Done (QPS: 3.1 | Recall: 96.67% | AvgDist: 1.2243)
Running lsh {'lsh_table_size': 4000, 'lsh_num_tables': 4, 'lsh_w': 3.0} ... Done (QPS: 3.0 | Recall: 100.00% | AvgDist: 1.2242)
Running lsh {'lsh_table_size': 4000, 'lsh_num_tables': 4, 'lsh_w': 4.0} ... Done (QPS: 3.0 | Recall: 100.00% | AvgDist: 1.2242)
Running lsh {'lsh_table_size': 10000, 'lsh_num_tables': 2, 'lsh_w': 1.0} ... Done (QPS: 6.1 | Recall: 63.33% | AvgDist: 1.2316)
Running lsh {'lsh_table_size': 10000, 'lsh_num_tables': 2, 'lsh_w': 2.0} ... Done (QPS: 3.9 | Recall: 80.00% | AvgDist: 1.2264)
Running lsh {'lsh_table_size': 10000, 'lsh_num_tables': 2, 'lsh_w': 3.0} ... Done (QPS: 3.2 | Recall: 95.00% | AvgDist: 1.2244)
Running lsh {'lsh_table_size': 10000, 'lsh_num_tables': 2, 'lsh_w': 4.0} ... Done (QPS: 3.0 | Recall: 98.33% | AvgDist: 1.2243)
Running lsh {'lsh_table_size': 10000, 'lsh_num_tables': 4, 'lsh_w': 1.0} ... Done (QPS: 3.7 | Recall: 90.00% | AvgDist: 1.2247)
Running lsh {'lsh_table_size': 10000, 'lsh_num_tables': 4, 'lsh_w': 2.0} ... Done (QPS: 3.1 | Recall: 96.67% | AvgDist: 1.2243)
Running lsh {'lsh_table_size': 10000, 'lsh_num_tables': 4, 'lsh_w': 3.0} ... Done (QPS: 3.0 | Recall: 100.00% | AvgDist: 1.2242)
Running lsh {'lsh_table_size': 10000, 'lsh_num_tables': 4, 'lsh_w': 4.0} ... Done (QPS: 2.9 | Recall: 100.00% | AvgDist: 1.2242)

--- Tuning HYPERCUBE ---
Running hypercube {'hypercube_k_proj': 2, 'hypercube_M': 10, 'hypercube_probe': 1} ... Done (QPS: 599.9 | Recall: 0.00% | AvgDist: 1.3380)
Running hypercube {'hypercube_k_proj': 2, 'hypercube_M': 10, 'hypercube_probe': 2} ... Done (QPS: 509.6 | Recall: 0.00% | AvgDist: 1.3380)
Running hypercube {'hypercube_k_proj': 2, 'hypercube_M': 50, 'hypercube_probe': 1} ... Done (QPS: 292.5 | Recall: 0.00% | AvgDist: 1.3119)
Running hypercube {'hypercube_k_proj': 2, 'hypercube_M': 50, 'hypercube_probe': 2} ... Done (QPS: 400.9 | Recall: 0.00% | AvgDist: 1.3119)
Running hypercube {'hypercube_k_proj': 3, 'hypercube_M': 10, 'hypercube_probe': 1} ... Done (QPS: 422.7 | Recall: 0.00% | AvgDist: 1.3346)
Running hypercube {'hypercube_k_proj': 3, 'hypercube_M': 10, 'hypercube_probe': 2} ... Done (QPS: 388.0 | Recall: 0.00% | AvgDist: 1.3346)
Running hypercube {'hypercube_k_proj': 3, 'hypercube_M': 50, 'hypercube_probe': 1} ... Done (QPS: 368.4 | Recall: 0.00% | AvgDist: 1.3167)
Running hypercube {'hypercube_k_proj': 3, 'hypercube_M': 50, 'hypercube_probe': 2} ... Done (QPS: 384.6 | Recall: 0.00% | AvgDist: 1.3167)

--- Tuning IVF ---
Running ivf {'ivf_num_clusters': 16, 'ivf_nprobe': 2} ... Done (QPS: 16.0 | Recall: 66.67% | AvgDist: 1.2305)
Running ivf {'ivf_num_clusters': 16, 'ivf_nprobe': 5} ... Done (QPS: 6.5 | Recall: 83.33% | AvgDist: 1.2255)
Running ivf {'ivf_num_clusters': 32, 'ivf_nprobe': 2} ... Done (QPS: 22.3 | Recall: 63.33% | AvgDist: 1.2313)
Running ivf {'ivf_num_clusters': 32, 'ivf_nprobe': 5} ... Done (QPS: 9.1 | Recall: 85.00% | AvgDist: 1.2264)

--- Tuning IVFPQ ---
Running ivfpq {'ivfpq_num_clusters': 16, 'ivfpq_M': 4, 'ivfpq_nprobe': 2} ... Done (QPS: 118.9 | Recall: 3.33% | AvgDist: 0.9275)
Running ivfpq {'ivfpq_num_clusters': 16, 'ivfpq_M': 4, 'ivfpq_nprobe': 5} ... Done (QPS: 77.0 | Recall: 3.33% | AvgDist: 0.9275)
Running ivfpq {'ivfpq_num_clusters': 32, 'ivfpq_M': 4, 'ivfpq_nprobe': 2} ... Done (QPS: 139.5 | Recall: 1.67% | AvgDist: 0.9240)
Running ivfpq {'ivfpq_num_clusters': 32, 'ivfpq_M': 4, 'ivfpq_nprobe': 5} ... Done (QPS: 72.7 | Recall: 1.67% | AvgDist: 0.9239)
